"method","sim_label","subset","TN","FN","FP","TP","Precision","Recall","secs"
"fishash_poisson_rawd","nguides_2000_iter_1","nonzero",677616,477,108,20055,0.994643654218122,0.97676797194623,0.34968090057373
"fishash+_contingency","nguides_2000_iter_1","full",39978457,677,757,20109,0.963720885651299,0.967430000962186,0.993278980255127
"fishash+_contingency","nguides_2000_iter_1","nonzero",676967,423,757,20109,0.963720885651299,0.979398012857978,0.993278980255127
"fishash_refit0","nguides_2000_iter_2","full",39979056,727,103,20114,0.994905277736558,0.965116837003983,0.544925928115845
"fishash_refit0","nguides_2000_iter_2","nonzero",672443,493,103,20114,0.994905277736558,0.976076090648809,0.544925928115845
"fishash_refit10","nguides_2000_iter_2","full",39979064,714,95,20127,0.99530214617743,0.965740607456456,1.257159948349
"fishash_refit10","nguides_2000_iter_2","nonzero",672451,480,95,20127,0.99530214617743,0.976706944242248,1.257159948349
"fishash+_poisson","nguides_2000_iter_2","full",39978443,667,716,20174,0.965725227381522,0.96799577755386,0.453495025634766
"fishash+_poisson","nguides_2000_iter_2","nonzero",671830,433,716,20174,0.965725227381522,0.978987722618528,0.453495025634766
"fishash_poisson_rawd","nguides_2000_iter_2","full",39979066,719,93,20122,0.995399455849617,0.965500695743966,0.333335876464844
"fishash_poisson_rawd","nguides_2000_iter_2","nonzero",672453,485,93,20122,0.995399455849617,0.976464308244771,0.333335876464844
"fishash+_contingency","nguides_2000_iter_2","full",39978427,666,732,20175,0.964987803128139,0.968043759896358,0.844255924224854
"fishash+_contingency","nguides_2000_iter_2","nonzero",671814,432,732,20175,0.964987803128139,0.979036249818023,0.844255924224854
"fishash_refit0","nguides_2000_iter_3","full",39979061,793,138,20008,0.993150004963764,0.961876832844575,0.53109622001648
"fishash_refit0","nguides_2000_iter_3","nonzero",671426,537,138,20008,0.993150004963764,0.973862253589681,0.53109622001648
"fishash_refit10","nguides_2000_iter_3","full",39979069,777,130,20024,0.99354966755979,0.962646026633335,1.36918997764587
"fishash_refit10","nguides_2000_iter_3","nonzero",671434,521,130,20024,0.99354966755979,0.974641031881236,1.36918997764587
"fishash+_poisson","nguides_2000_iter_3","full",39978348,715,851,20086,0.959354253235898,0.96562665256478,0.457235097885132
"fishash+_poisson","nguides_2000_iter_3","nonzero",670713,459,851,20086,0.959354253235898,0.977658797761012,0.457235097885132
"fishash_poisson_rawd","nguides_2000_iter_3","full",39979071,781,128,20020,0.993647012110383,0.962453728186145,0.406580924987793
"fishash_poisson_rawd","nguides_2000_iter_3","nonzero",671436,525,128,20020,0.993647012110383,0.974446337308348,0.406580924987793
"fishash+_contingency","nguides_2000_iter_3","full",39978328,717,871,20084,0.958434741111907,0.965530503341186,0.758975028991699
"fishash+_contingency","nguides_2000_iter_3","nonzero",670693,461,871,20084,0.958434741111907,0.977561450474568,0.758975028991699
"fishash_refit0","nguides_2000_iter_4","full",39979082,777,122,20019,0.993942703937242,0.96263704558569,0.542780876159668
