"dataset","fishash","fishashplus","cleanser"
"mccutcheon",10,0,0
"mccutcheon",43,3.32784405905538,3
"mccutcheon",22,4.24579176585063,4
"mccutcheon",3,3,3
"mccutcheon",1,1,1
"mccutcheon",1,1,1
"mccutcheon",5,5,5
"mccutcheon",34,3.11590502980567,3
"mccutcheon",3,3,3
"mccutcheon",1,1,1
"mccutcheon",1,1,1
"mccutcheon",27,3.07869488931288,3
"mccutcheon",93,5.55272010174499,5
"mccutcheon",4,4,4
"mccutcheon",2,2,2
"mccutcheon",8,3.17627989449885,3
"mccutcheon",36,6.69308121111223,6
"mccutcheon",14,4.05805420220113,4
"mccutcheon",4,4,4
"mccutcheon",11,4.06734720020279,4
"mccutcheon",4,2.01528000895804,4
"mccutcheon",45,45,24
"mccutcheon",1,1,1
"mccutcheon",10,1.02202426687071,1
"mccutcheon",37,1.10328858609935,1
"mccutcheon",28,6.14253676613447,6
"mccutcheon",10,10,10
"mccutcheon",1,1,1
"mccutcheon",8,4.05070764053268,4
"mccutcheon",6,6,3
"mccutcheon",3,0,0
"mccutcheon",3,3,3
"mccutcheon",8,0,0
"mccutcheon",6,3.01032485885358,3
"mccutcheon",80,3.2992662171103,3
"mccutcheon",3,1.00343245790139,3
"mccutcheon",10,10,10
"mccutcheon",2,2,2
"mccutcheon",10,0,0
"mccutcheon",19,1.10660792959166,1
"mccutcheon",14,2.08415718046424,2
"mccutcheon",8,2.05246325954192,2
"mccutcheon",3,3,3
"mccutcheon",6,2.01926770563385,2
"mccutcheon",3,3,3
"mccutcheon",18,0,2
"mccutcheon",8,3.34196206057502,3
"mccutcheon",5,1.01451355055028,1
"mccutcheon",3,3,3
"mccutcheon",7,3.04354065165085,3
"mccutcheon",7,1.10660792959166,1
"mccutcheon",2,2,2
"mccutcheon",11,9.03089212111254,8
"mccutcheon",18,7.29455013162484,3
"mccutcheon",2,2,2
"mccutcheon",1,1,1
"mccutcheon",2,0,2
"mccutcheon",5,2.03415866271418,2
"mccutcheon",38,1.03863500993522,1
"mccutcheon",10,10,10
"mccutcheon",14,14,10
"mccutcheon",3,0,0
"mccutcheon",2,2,2
"mccutcheon",8,3.03762493838736,3
"mccutcheon",18,4.33835136490883,4
"mccutcheon",7,1.00502125825055,1
"mccutcheon",2,2,2
"mccutcheon",3,1.01261555566869,3
"mccutcheon",7,0,0
"mccutcheon",3,1.01312762130498,3
"mccutcheon",8,8,8
"mccutcheon",9,1.02851175940705,1
"mccutcheon",80,3.25376352368162,3
"mccutcheon",6,6,6
"mccutcheon",48,13.3678482423001,8
"mccutcheon",6,6,6
"mccutcheon",4,4,4
"mccutcheon",3,1.01178886950406,3
"mccutcheon",31,3.11590502980567,3
"mccutcheon",28,5.32656073848855,5
"mccutcheon",36,24.4041897664061,12
"mccutcheon",21,3.10947867373803,3
"mccutcheon",1,1,1
"mccutcheon",1,1,1
"mccutcheon",15,1.12957341449101,1
"mccutcheon",3,3,0
"mccutcheon",5,5,5
"mccutcheon",3,3,3
"mccutcheon",91,1.27078371784597,1
"mccutcheon",33,0,0
"mccutcheon",2,2,2
"mccutcheon",7,7,7
"mccutcheon",36,7.47265533650781,7
"mccutcheon",6,1.03863500993522,1
"mccutcheon",21,2.04047330763285,2
"mccutcheon",4,2.01150462241046,4
"mccutcheon",26,6.13214560122428,6
"mccutcheon",59,3.06607280061214,3
"mccutcheon",1,1,1
"mccutcheon",25,4.21720188316567,4
"mccutcheon",7,3.03784666700607,3
"mccutcheon",1,1,1
"mccutcheon",6,6,6
"mccutcheon",7,2.01894941115056,2
"mccutcheon",4,4,4
"mccutcheon",6,0,2
"mccutcheon",17,0,0
"mccutcheon",6,0,0
"mccutcheon",26,2.31404700405506,2
"mccutcheon",19,1.05186664771457,1
"mccutcheon",40,4.50905212591171,4
"mccutcheon",3,3,3
"mccutcheon",2,0,2
"mccutcheon",32,1.28798405559206,1
"mccutcheon",9,1.11398735352501,1
"mccutcheon",35,4.54579084517597,4
"mccutcheon",19,1.06752219092969,1
"mccutcheon",7,4.06350469201739,4
"mccutcheon",41,1.09823879110949,1
"mccutcheon",1,1,1
"mccutcheon",2,2,2
"mccutcheon",2,2,2
"mccutcheon",20,5.53303964795832,5
"mccutcheon",4,4,4
"mccutcheon",10,1.06315352033986,1
"mccutcheon",43,1.1532768680789,1
"mccutcheon",12,5.12321185101554,5
"mccutcheon",12,4.09006635507037,4
"mccutcheon",11,1.02251658876759,1
"mccutcheon",3,3,3
"mccutcheon",2,2,2
"mccutcheon",23,4.05805420220113,4
"mccutcheon",1,1,1
"mccutcheon",9,9,5
"mccutcheon",2,2,2
"mccutcheon",49,5.14928251698027,5
"mccutcheon",7,4.04962072052883,4
"mccutcheon",33,2.15277617697916,2
"mccutcheon",2,0,2
"mccutcheon",45,6.13214560122428,6
"mccutcheon",38,1.10928135301846,1
"mccutcheon",9,9,5
"mccutcheon",2,2,2
"mccutcheon",1,1,1
"mccutcheon",7,0,0
"mccutcheon",4,4,4
"mccutcheon",1,1,1
"mccutcheon",4,0,0
"mccutcheon",19,1.10660792959166,1
"mccutcheon",2,2,2
"mccutcheon",11,11,8
"mccutcheon",15,1.16447253906572,1
"mccutcheon",6,3.03803073039951,3
"mccutcheon",5,5,5
"mccutcheon",5,3.01506377475164,5
"mccutcheon",41,12.4329173052239,5
"mccutcheon",6,1.01707933135709,1
"mccutcheon",3,0,0
"mccutcheon",3,3,3
"mccutcheon",12,5.2103929511606,5
"mccutcheon",31,0,0
"mccutcheon",4,0,0
"mccutcheon",3,1.00200139544056,3
"mccutcheon",8,1.04207859023212,1
"mccutcheon",87,18.7815388095053,16
"mccutcheon",8,8,5
"mccutcheon",9,0,0
"mccutcheon",22,3.319823788775,3
"mccutcheon",14,14,11
"mccutcheon",28,1.05307383291449,1
"mccutcheon",2,2,2
"mccutcheon",29,1.05875996483295,1
"mccutcheon",7,7,3
"mccutcheon",14,0,0
"mccutcheon",6,1.01707933135709,1
"mccutcheon",2,2,2
"mccutcheon",26,26,12
"mccutcheon",30,5.29379982416475,5
"mccutcheon",7,0,0
"mccutcheon",7,3.04713366377466,3
"mccutcheon",58,2.05246325954192,2
"mccutcheon",40,5.33761095464844,5
"mccutcheon",17,8.04017006600438,8
"mccutcheon",36,1.06194677047166,1
"mccutcheon",4,0,0
"mccutcheon",7,3.05123799407127,3
"mccutcheon",9,0,0
"mccutcheon",6,0,0
"mccutcheon",12,2.10918416196252,2
"mccutcheon",16,1.02581987236559,1
"mccutcheon",7,7,3
"mccutcheon",88,5.93304890833877,5
"mccutcheon",1,1,1
"mccutcheon",1,1,1
"mccutcheon",3,0,0
"mccutcheon",22,4.10227611191305,1
"mccutcheon",3,0,0
"mccutcheon",150,2.19530277007984,2
"mccutcheon",7,7,7
"mccutcheon",2,2,2
"mccutcheon",22,6.65568811811076,6
"mccutcheon",2,2,2
"mccutcheon",12,0,2
"mccutcheon",24,5.0656381065249,5
"mccutcheon",3,3,3
"mccutcheon",68,4.33835136490883,4
"mccutcheon",1,1,1
"mccutcheon",10,1.00200139544056,1
"mccutcheon",1,1,1
"mccutcheon",11,6.0870813033017,2
"mccutcheon",9,2.05246325954192,2
"mccutcheon",7,1.02251658876759,1
"mccutcheon",3,0,0
"mccutcheon",7,1.01451355055028,1
"mccutcheon",4,1.02556902797826,1
"mccutcheon",2,2,2
"mccutcheon",2,2,2
"mccutcheon",3,3,3
"mccutcheon",2,2,2
"mccutcheon",2,2,2
"mccutcheon",1,1,1
"mccutcheon",20,1.08458784122721,1
"mccutcheon",7,0,0
"mccutcheon",9,2.0911105394683,2
"mccutcheon",1,1,1
"mccutcheon",17,3.34196206057502,3
"mccutcheon",3,3,0
"mccutcheon",11,11,8
"mccutcheon",1,1,1
"mccutcheon",15,2.21856270603692,2
"mccutcheon",19,1.05875996483295,1
"mccutcheon",1,1,1
"mccutcheon",9,1.00963385281693,1
"mccutcheon",3,3,3
"mccutcheon",7,2.02357773900812,2
"mccutcheon",3,3,3
"mccutcheon",33,3.42416264373284,3
"mccutcheon",4,4,4
"mccutcheon",3,0,0
"mccutcheon",35,3.25376352368162,3
"mccutcheon",3,3,3
"mccutcheon",2,2,2
"mccutcheon",6,6,6
"mccutcheon",1,1,1
"mccutcheon",18,5.56993676762504,5
"mccutcheon",20,5.17513136453324,5
"mccutcheon",5,5,5
"mccutcheon",2,2,2
"mccutcheon",6,2.0336736001014,2
"mccutcheon",18,0,0
"mccutcheon",24,2.03142244251644,2
"mccutcheon",2,2,2
"mccutcheon",14,4.06734720020279,4
"mccutcheon",71,8.65414544824373,5
"mccutcheon",11,5.18246445623005,5
"mccutcheon",32,13.3678482423001,8
"mccutcheon",5,5,5
"mccutcheon",4,0,0
"mccutcheon",14,2.13504438185937,2
"mccutcheon",137,1.23203027758332,1
"mccutcheon",13,5.29379982416475,2
"mccutcheon",2,2,2
"mccutcheon",2,0,2
"mccutcheon",18,4.27008876371875,4
"mccutcheon",2,2,2
"mccutcheon",70,5.26434605379284,5
"mccutcheon",7,2.0336736001014,2
"mccutcheon",3,3,3
"mccutcheon",23,18.4721693358773,12
"mccutcheon",66,7.8589440752237,7
"mccutcheon",17,11.2476824764435,8
"mccutcheon",3,0,0
"mccutcheon",31,1.10660792959166,1
"mccutcheon",95,1.11363596914285,1
"mccutcheon",2,2,2
"mccutcheon",2,2,2
"mccutcheon",2,2,2
"mccutcheon",17,4.10492651908384,4
"mccutcheon",9,3.10947867373803,3
"mccutcheon",93,5.38249993095512,5
"mccutcheon",17,1.06103294991943,1
"mccutcheon",12,0,0
"mccutcheon",18,6.25247154139272,6
"mccutcheon",5,0,0
"mccutcheon",1,1,1
"mccutcheon",2,2,2
"mccutcheon",4,4,4
"mccutcheon",6,6,3
"mccutcheon",3,3,3
"mccutcheon",2,2,2
"mccutcheon",11,3.03762493838736,3
"mccutcheon",10,0,2
"mccutcheon",6,6,3
"mccutcheon",8,2.0317523460087,2
"mccutcheon",2,2,2
"mccutcheon",6,3.03938286391494,3
"mccutcheon",25,2.26950400228426,2
"mccutcheon",9,0,0
"mccutcheon",8,8,8
"mccutcheon",18,2.22797470705002,2
"mccutcheon",45,1.06144794146266,1
"mccutcheon",11,1.02464237020311,1
"mccutcheon",22,0,0
"mccutcheon",24,0,2
"mccutcheon",13,0,0
"mccutcheon",6,1.00947470557528,1
"mccutcheon",6,6,6
"mccutcheon",31,7.88030509281685,7
"mccutcheon",13,2.08415718046424,2
"mccutcheon",12,0,0
"mccutcheon",21,4.1401050916266,4
"mccutcheon",36,4.27008876371875,4
"mccutcheon",12,12,9
"mccutcheon",2,2,2
"mccutcheon",1,1,1
"mccutcheon",50,11.2957341449101,7
"mccutcheon",1,1,1
"mccutcheon",7,7,3
"mccutcheon",17,2.09473573554899,2
"mccutcheon",5,1.01178886950406,1
"mccutcheon",3,3,3
"mccutcheon",33,4.51458936611599,4
"mccutcheon",3,0,0
"mccutcheon",1,1,1
"mccutcheon",31,0,2
"mccutcheon",20,0,2
"mccutcheon",2,2,2
"mccutcheon",3,0,0
"mccutcheon",28,5.19317504967611,5
"mccutcheon",63,10.6384777623735,6
"mccutcheon",5,5,5
"mccutcheon",3,3,3
"mccutcheon",7,3.07126838306723,3
"mccutcheon",4,4,4
"mccutcheon",1,1,1
"mccutcheon",20,3.25376352368162,3
"mccutcheon",3,3,3
"mccutcheon",1,1,1
"mccutcheon",25,9.95947136632499,9
"mccutcheon",10,1.1127601609189,1
"mccutcheon",4,4,4
"mccutcheon",2,2,2
"mccutcheon",1,1,1
"mccutcheon",2,2,2
"mccutcheon",52,4.42643171836666,4
"mccutcheon",8,4.05805420220113,4
"mccutcheon",1,1,1
"mccutcheon",16,3.27966374773293,3
"mccutcheon",14,1.00764000447902,1
"mccutcheon",71,0,0
"mccutcheon",2,2,2
"mccutcheon",5,1.01571122125822,1
"mccutcheon",6,3.0172569336157,3
"mccutcheon",25,10.3870377562003,9
"mccutcheon",1,1,1
"mccutcheon",13,8.09431095603249,5
"mccutcheon",12,5.53303964795832,1
"mccutcheon",10,1.12756110752217,1
"mccutcheon",6,6,6
"mccutcheon",1,1,1
"mccutcheon",5,1.01571122125822,1
"mccutcheon",1,1,1
"mccutcheon",28,5.0627082306456,5
"mccutcheon",1,1,1
"mccutcheon",1,1,1
"mccutcheon",3,0,0
"mccutcheon",22,11.6134935888799,11
"mccutcheon",16,5.36200630225169,5
"mccutcheon",50,1.11751584659139,3
"mccutcheon",17,6.21015763743989,6
"mccutcheon",7,3.01506377475164,3
"mccutcheon",1,1,1
"mccutcheon",40,1.16914800942551,1
"mccutcheon",9,2.0017827892048,2
"mccutcheon",9,0,0
"mccutcheon",29,3.36285633223271,3
"mccutcheon",22,1.05875996483295,1
"mccutcheon",73,1.24791180795695,1
"mccutcheon",2,2,2
"mccutcheon",3,1.0151027138808,3
"mccutcheon",3,1.00575231120523,3
"mccutcheon",1,1,1
"mccutcheon",5,2.0700525458133,2
"mccutcheon",11,2.21856270603692,2
"mccutcheon",2,2,2
"mccutcheon",4,1.03502627290665,1
"mccutcheon",19,1.03863500993522,1
"mccutcheon",37,5.67131496465878,5
"mccutcheon",47,3.6361910481402,3
"mccutcheon",2,2,2
"mccutcheon",24,5.42293920613604,5
"mccutcheon",71,8.99588209045185,7
"mccutcheon",1,1,1
"mccutcheon",30,0,0
"mccutcheon",8,3.00600418632168,3
"mccutcheon",2,2,2
"mccutcheon",3,3,3
"mccutcheon",5,5,5
"mccutcheon",29,14.1837866982697,8
"mccutcheon",11,1.05011822113109,1
"mccutcheon",15,2.08100898367732,2
"mccutcheon",5,1.00502125825055,1
"mccutcheon",4,0,0
"mccutcheon",7,1.03649289124601,1
"mccutcheon",1,1,1
"mccutcheon",6,2.0700525458133,2
"mccutcheon",12,2.00400279088112,2
"mccutcheon",4,1.0151027138808,1
"mccutcheon",3,3,3
"mccutcheon",3,3,3
"mccutcheon",1,1,1
"mccutcheon",20,0,0
"mccutcheon",3,0,0
"mccutcheon",4,4,4
"mccutcheon",2,0,2
"mccutcheon",1,1,1
"mccutcheon",7,1.03649289124601,1
"mccutcheon",8,4.09856948081243,4
"mccutcheon",34,5.55562670942765,1
"mccutcheon",28,5.77027135630578,5
"mccutcheon",17,0,0
"mccutcheon",36,11.0660792959166,10
"mccutcheon",21,9.42166197267404,6
"mccutcheon",1,1,1
"mccutcheon",23,1.16409482205017,1
"mccutcheon",10,6.21895734747606,6
"mccutcheon",14,9.11814859174482,9
"mccutcheon",3,3,3
"mccutcheon",6,6,6
"mccutcheon",7,1.01254164612912,1
"mccutcheon",6,1.02464237020311,1
"mccutcheon",6,6,3
"mccutcheon",9,1.02623162977096,1
"mccutcheon",15,0,0
"mccutcheon",3,3,3
"mccutcheon",32,2.17022078179353,2
"mccutcheon",81,6.43697505331552,6
"mccutcheon",8,8,4
"mccutcheon",1,1,1
"mccutcheon",65,1.06968120271307,1
"mccutcheon",6,3.03784666700607,3
"mccutcheon",7,7,7
"mccutcheon",4,0,0
"mccutcheon",1,1,1
"mccutcheon",4,0,0
"mccutcheon",17,4.03056001791608,4
"mccutcheon",14,5.08418400025349,5
"mccutcheon",15,2.02535382026634,2
"mccutcheon",3,0,0
"mccutcheon",12,1.12207750606966,1
"mccutcheon",1,1,1
"mccutcheon",3,3,3
"mccutcheon",5,2.02625524260996,2
"mccutcheon",19,1.00947470557528,1
"mccutcheon",21,4.27008876371875,4
"mccutcheon",86,4.87992047640431,4
"mccutcheon",2,2,2
"mccutcheon",18,0,2
"mccutcheon",19,2.21321585918333,2
"mccutcheon",9,9,5
"mccutcheon",5,5,5
"mccutcheon",4,4,4
"mccutcheon",7,1.02411488381228,3
"mccutcheon",2,2,2
"mccutcheon",2,2,2
"mccutcheon",12,3.319823788775,3
"mccutcheon",4,4,4
"mccutcheon",4,0,0
"mccutcheon",7,1.10928135301846,1
"mccutcheon",11,0,0
"mccutcheon",1,1,1
"mccutcheon",1,1,1
"mccutcheon",40,3.46234591873343,3
"mccutcheon",4,4,4
"mccutcheon",4,1.04207859023212,1
"mccutcheon",1,1,1
"mccutcheon",1,1,1
"mccutcheon",33,6.43605585847299,6
"mccutcheon",4,1.05875996483295,1
"mccutcheon",1,1,1
"mccutcheon",7,7,7
"mccutcheon",8,8,8
"mccutcheon",27,1.02623162977096,1
"mccutcheon",38,1.08458784122721,1
"mccutcheon",7,2.00688323923572,2
"mccutcheon",1,1,1
"mccutcheon",21,1.04766066278026,1
"mccutcheon",2,2,2
"mccutcheon",10,10,10
"mccutcheon",1,1,1
"mccutcheon",15,2.05246325954192,2
"mccutcheon",7,3.0172569336157,3
"mccutcheon",8,0,0
"mccutcheon",9,4.0385354112677,4
"mccutcheon",1,1,1
"mccutcheon",22,3.319823788775,3
"mccutcheon",3,0,0
"mccutcheon",2,2,2
"mccutcheon",11,11,2
"mccutcheon",18,1.10660792959166,1
"mccutcheon",34,0,0
"mccutcheon",24,10.1587617300435,10
"mccutcheon",9,5.18246445623005,5
"mccutcheon",4,0,0
"mccutcheon",135,5.68303756638896,5
"mccutcheon",19,2.07534090402573,2
"mccutcheon",4,4,4
"mccutcheon",47,5.32621806145404,5
"mccutcheon",9,5.06202590066104,5
"mccutcheon",1,1,1
"mccutcheon",26,13.3410111870225,10
"mccutcheon",2,2,2
"mccutcheon",5,2.02357773900812,2
"mccutcheon",132,3.96597633546241,3
"mccutcheon",23,2.11111351111332,2
"mccutcheon",17,5.63584360865058,5
"mccutcheon",21,0,0
"mccutcheon",1,1,1
"mccutcheon",1,1,1
"mccutcheon",8,3.07869488931288,3
"mccutcheon",23,23,9
"mccutcheon",12,2.01926770563385,2
"mccutcheon",39,8.5401775274375,8
"mccutcheon",1,1,1
"mccutcheon",1,1,1
"mccutcheon",41,3.32784405905538,3
"mccutcheon",27,7.25282271791495,6
"mccutcheon",124,124,29
"mccutcheon",5,2.04928474040622,2
"mccutcheon",3,3,3
"mccutcheon",9,4.42643171836666,4
"mccutcheon",27,4.15454003974089,1
"mccutcheon",2,2,2
"mccutcheon",28,1.04207859023212,1
"mccutcheon",4,4,4
"mccutcheon",2,2,2
"mccutcheon",6,6,6
"mccutcheon",10,2.09375839024294,2
"mccutcheon",1,1,1
"mccutcheon",2,0,2
"mccutcheon",5,0,0
"mccutcheon",16,0,0
"mccutcheon",31,2.16917568245441,2
"mccutcheon",6,1.0168368000507,1
"mccutcheon",33,1.08458784122721,1
"mccutcheon",1,1,1
"mccutcheon",13,0,0
"mccutcheon",15,2.08415718046424,2
"mccutcheon",1,1,1
"mccutcheon",4,4,4
"mccutcheon",13,13,13
"mccutcheon",27,27,17
"mccutcheon",2,2,2
"mccutcheon",36,3.34196206057502,3
"mccutcheon",5,2.03142244251644,2
"mccutcheon",24,1.02202426687071,1
"mccutcheon",18,4.16831436092848,4
"mccutcheon",2,2,2
"mccutcheon",19,1.02375612768908,1
"mccutcheon",2,2,2
"mccutcheon",1,1,1
"mccutcheon",1,1,1
"mccutcheon",2,0,2
"mccutcheon",2,2,2
"mccutcheon",23,1.16129846953086,1
"mccutcheon",2,2,2
"mccutcheon",15,8.16300191514213,8
"mccutcheon",8,8,5
"mccutcheon",4,4,4
"mccutcheon",26,1.12863664671571,1
"mccutcheon",15,4.04715547801625,4
"mccutcheon",1,1,1
"mccutcheon",3,3,3
"mccutcheon",7,7,3
"mccutcheon",8,8,8
"mccutcheon",18,3.02901638745953,3
"mccutcheon",18,2.07727001987044,2
"mccutcheon",12,5.53303964795832,5
"mccutcheon",1,1,1
"mccutcheon",1,1,1
"mccutcheon",8,8,4
"mccutcheon",3,3,3
"mccutcheon",2,2,2
"mccutcheon",3,0,0
"mccutcheon",56,56,12
"mccutcheon",4,4,4
"mccutcheon",11,5.17513136453324,5
"mccutcheon",1,1,1
"mccutcheon",7,1.01312762130498,1
"mccutcheon",10,10,5
"mccutcheon",6,2.07727001987044,2
"mccutcheon",4,0,0
"mccutcheon",49,0,0
"mccutcheon",49,4.45594941410003,4
"mccutcheon",76,5.05220123305137,4
"mccutcheon",4,4,4
"mccutcheon",8,5.12321185101554,5
"mccutcheon",4,1.01451355055028,1
"mccutcheon",13,6.09426732754932,6
"mccutcheon",4,4,4
"mccutcheon",14,7.16121277519479,7
"mccutcheon",25,1.05875996483295,1
"mccutcheon",1,1,1
"mccutcheon",3,3,3
"mccutcheon",12,12,9
"mccutcheon",8,0,0
"mccutcheon",3,3,3
"mccutcheon",9,1.02251658876759,1
"mccutcheon",3,3,3
"mccutcheon",22,0,0
"mccutcheon",8,2.21321585918333,2
"mccutcheon",3,3,3
"mccutcheon",11,11,8
"mccutcheon",3,3,3
"mccutcheon",17,2.05113805595653,2
"mccutcheon",15,1.08563415119868,1
"mccutcheon",6,0,0
"mccutcheon",8,1.03751917267352,1
"mccutcheon",9,1.02375612768908,1
"mccutcheon",8,3.07126838306723,3
"mccutcheon",8,4.06831732542836,4
"mccutcheon",2,2,2
"mccutcheon",29,1.03863500993522,1
"mccutcheon",5,2.02523111133738,2
"mccutcheon",1,1,1
"mccutcheon",22,2.22946133953854,2
"mccutcheon",10,10,10
"mccutcheon",4,0,0
"mccutcheon",7,0,0
"mccutcheon",7,3.03721554039663,3
"mccutcheon",7,0,0
"mccutcheon",5,5,5
"mccutcheon",43,3.46309751741948,3
"mccutcheon",13,13,10
"mccutcheon",2,2,2
"mccutcheon",13,2.22797470705002,2
"mccutcheon",1,1,1
"mccutcheon",1,1,1
"mccutcheon",3,3,3
"mccutcheon",7,1.01707933135709,1
"mccutcheon",1,1,1
"mccutcheon",15,6.07876572782988,6
"mccutcheon",6,1.01459180791735,3
"mccutcheon",1,1,1
"mccutcheon",26,5.1311581488548,5
"mccutcheon",2,2,2
"mccutcheon",1,1,1
"mccutcheon",35,7.10159485385198,7
"mccutcheon",39,1.08458784122721,1
"mccutcheon",11,1.16129846953086,1
"mccutcheon",1,1,1
"mccutcheon",11,4.14597156498404,4
"mccutcheon",20,7.76496947112922,7
"mccutcheon",3,3,3
"mccutcheon",4,2.00686491580279,4
"mccutcheon",40,8.67670272981766,8
"mccutcheon",5,2.00400279088112,2
"mccutcheon",7,1.01880969372608,3
"mccutcheon",2,2,2
"mccutcheon",1,1,1
"mccutcheon",1,1,1
"mccutcheon",3,3,3
"mccutcheon",19,1.11398735352501,1
"mccutcheon",5,1.06752219092969,1
"mccutcheon",1,1,1
"mccutcheon",1,1,1
"mccutcheon",1,1,1
"mccutcheon",20,3.04354065165085,3
"mccutcheon",2,2,2
"mccutcheon",24,0,0
"mccutcheon",2,2,2
"mccutcheon",10,1.02623162977096,1
"mccutcheon",16,0,0
"mccutcheon",2,0,2
"mccutcheon",1,1,1
"mccutcheon",1,1,1
"mccutcheon",2,2,2
"mccutcheon",1,1,1
"mccutcheon",72,10.097880791538,6
"mccutcheon",20,5.33761095464844,5
"mccutcheon",2,2,2
"mccutcheon",2,2,2
"mccutcheon",1,1,1
"mccutcheon",3,3,3
"mccutcheon",2,2,2
"mccutcheon",27,4.33835136490883,4
"mccutcheon",6,2.02625524260996,2
"mccutcheon",97,2.32894507813144,2
"mccutcheon",1,1,1
"mccutcheon",17,1.02610563878789,1
"mccutcheon",3,1.00502125825055,3
"mccutcheon",10,2.08415718046424,2
"mccutcheon",18,1.21433825751182,1
"mccutcheon",3,3,3
"mccutcheon",1,1,1
"mccutcheon",27,1.01451355055028,1
"mccutcheon",4,0,0
"mccutcheon",2,2,2
"mccutcheon",2,2,2
"mccutcheon",2,0,2
"mccutcheon",1,1,1
"mccutcheon",6,6,2
"mccutcheon",1,1,1
"mccutcheon",79,1.2120636827134,1
"mccutcheon",1,1,1
"mccutcheon",5,0,0
"mccutcheon",5,3.01032485885358,5
"mccutcheon",49,4.32469527268436,3
"mccutcheon",1,1,1
"mccutcheon",5,1.01312762130498,1
"mccutcheon",25,3.32259865780675,3
"mccutcheon",44,4.33900347088712,4
"mccutcheon",18,2.16696111591237,2
"mccutcheon",20,1.12595579788639,1
"mccutcheon",8,4.06284488503288,4
"mccutcheon",1,1,1
"mccutcheon",4,2.01528000895804,4
"mccutcheon",4,4,4
"mccutcheon",64,6.79306639956926,6
"mccutcheon",6,6,6
"mccutcheon",16,1.05875996483295,1
"mccutcheon",3,3,3
"mccutcheon",2,2,2
"mccutcheon",15,1.10928135301846,1
"mccutcheon",8,2.04503317753519,2
"mccutcheon",15,0,0
"mccutcheon",3,3,3
"mccutcheon",2,2,2
"mccutcheon",44,3.74864622975693,3
"mccutcheon",30,0,0
"mccutcheon",30,0,0
"mccutcheon",1,1,1
"mccutcheon",1,1,1
"mccutcheon",2,2,2
"mccutcheon",16,2.04751225537816,2
"mccutcheon",30,7.32795931207981,4
"mccutcheon",32,2.24226094063747,4
"mccutcheon",45,1.08458784122721,1
"mccutcheon",14,4.15454003974089,4
"mccutcheon",3,3,3
"mccutcheon",5,0,2
"mccutcheon",2,2,2
"mccutcheon",14,1.12940358198354,3
"mccutcheon",22,16.2006663380659,16
"mccutcheon",34,4.45594941410003,4
"mccutcheon",2,2,2
"mccutcheon",4,1.01240518013221,1
"mccutcheon",23,6.1686280953934,6
"mccutcheon",5,2.02357773900812,2
"mccutcheon",2,2,2
"mccutcheon",4,0,0
"mccutcheon",12,12,8
"mccutcheon",5,5,5
"mccutcheon",9,9,9
"mccutcheon",6,6,6
"mccutcheon",5,0,0
"mccutcheon",20,0,0
"mccutcheon",42,4.10227611191305,4
"mccutcheon",1,1,1
"mccutcheon",4,4,4
"mccutcheon",18,4.09502451075631,4
"mccutcheon",46,3.24718579908034,3
"mccutcheon",51,2.07727001987044,2
"mccutcheon",5,1.0151027138808,1
"mccutcheon",26,0,0
"mccutcheon",1,1,1
"mccutcheon",18,18,6
"mccutcheon",8,8,5
"mccutcheon",28,1.06752219092969,1
"mccutcheon",25,7.28986611441342,7
"mccutcheon",10,4.14597156498404,4
"mccutcheon",1,1,1
"mccutcheon",5,0,0
"mccutcheon",10,1.10928135301846,1
"mccutcheon",19,9.11409219119852,9
"mccutcheon",2,2,2
"mccutcheon",33,0,0
"mccutcheon",1,1,1
"mccutcheon",30,4.2350398593318,4
"mccutcheon",4,4,4
"mccutcheon",7,2.04751225537816,2
"mccutcheon",35,1.113656423664,1
"mccutcheon",16,3.11590502980567,3
"mccutcheon",56,2.04404853374143,2
"mccutcheon",7,7,4
"mccutcheon",13,4.04715547801625,4
"mccutcheon",7,0,0
"mccutcheon",3,3,3
"mccutcheon",1,1,1
"mccutcheon",23,1.08249574844504,1
"mccutcheon",8,1.01312762130498,1
"mccutcheon",62,1.21433825751182,1
"mccutcheon",9,6.02064971770717,6
"mccutcheon",41,41,14
"mccutcheon",1,1,1
"mccutcheon",182,163.523882699314,16
"mccutcheon",1,1,1
"mccutcheon",17,4.43712541207384,4
"mccutcheon",2,2,2
"mccutcheon",13,13,10
"mccutcheon",8,4.09502451075631,4
"mccutcheon",8,2.04404853374143,2
"mccutcheon",3,3,3
"mccutcheon",3,0,0
"mccutcheon",28,0,0
"mccutcheon",2,2,2
"mccutcheon",5,2.04503317753519,2
"mccutcheon",41,2.24881698304414,2
"mccutcheon",6,6,2
"mccutcheon",5,5,5
"mccutcheon",1,1,1
"mccutcheon",4,4,4
"mccutcheon",1,1,1
"mccutcheon",1,1,1
"mccutcheon",11,1.02375612768908,1
"mccutcheon",2,2,2
"mccutcheon",7,1.10928135301846,1
"mccutcheon",8,8,5
"mccutcheon",13,9.11814859174482,5
"mccutcheon",11,4.14284162746738,4
"mccutcheon",5,1.08458784122721,1
"mccutcheon",1,1,1
"mccutcheon",2,2,2
"mccutcheon",12,2.02902710110056,2
"mccutcheon",3,3,3
"mccutcheon",30,3.3737001370782,3
"mccutcheon",4,4,4
"mccutcheon",7,4.03789882230111,4
"mccutcheon",8,1.06752219092969,1
