"model","id","chemistry","regime","purity","mu_level","mu_pert","moi_level","moi","method","jaccard","precision","recall","fdr_pooled","recall_pooled","n_pred","n_true","model_chem"
"A","A__mix72hr_Cropseq__pur90__mumod__moivhigh","CROP-seq","mix72hr_Cropseq",0.9,"mod",15,"vhigh",15,"fishash",0.638193023762582,0.999789573047112,0.63832128150262,0.000108893910108077,0.55476007068739,36733,66207,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur90__mumod__moivhigh","CROP-seq","mix72hr_Cropseq",0.9,"mod",15,"vhigh",15,"depth_fix",0.835851117431637,0.998549361396689,0.836924127483957,0.000803227514193395,0.826725270741764,54779,66207,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur90__mumod__moivhigh","CROP-seq","mix72hr_Cropseq",0.9,"mod",15,"vhigh",15,"sceptre",0.577434521779522,0.999858460228871,0.57749045894907,0.000115423459818208,0.523373661395321,34655,66207,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur90__mustrong__moivhigh","CROP-seq","mix72hr_Cropseq",0.9,"strong",50,"vhigh",15,"thresh3",0.939693735683192,0.999277749547706,0.940331996081588,0.000513199800757724,0.94063583158134,66251,70396,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur90__mustrong__moivhigh","CROP-seq","mix72hr_Cropseq",0.9,"strong",50,"vhigh",15,"thresh10",0.784385620672352,0.999982935153584,0.784395951688712,1.80884161782794e-05,0.785314506506052,55284,70396,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur90__mustrong__moivhigh","CROP-seq","mix72hr_Cropseq",0.9,"strong",50,"vhigh",15,"thresh20",0.635289206077302,1,0.635289206077302,0,0.635504858230581,44737,70396,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur90__mustrong__moivhigh","CROP-seq","mix72hr_Cropseq",0.9,"strong",50,"vhigh",15,"ambient",0.770144330427115,0.999913948646773,0.770212205256289,3.90068847151522e-05,0.728322631967725,51273,70396,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur90__mustrong__moivhigh","CROP-seq","mix72hr_Cropseq",0.9,"strong",50,"vhigh",15,"otsu",0.856966351535148,0.999964665508361,0.856992408057491,3.31939188740623e-05,0.85587249275527,60252,70396,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur90__mustrong__moivhigh","CROP-seq","mix72hr_Cropseq",0.9,"strong",50,"vhigh",15,"valley",0.926363879327784,0.999325212437653,0.926960064538874,0.000579135868322792,0.931544405932155,65615,70396,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur90__mustrong__moivhigh","CROP-seq","mix72hr_Cropseq",0.9,"strong",50,"vhigh",15,"fishash",0.80296077568186,0.999681762028181,0.80323216350866,0.000222699113252622,0.701502926302631,49394,70396,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur90__mustrong__moivhigh","CROP-seq","mix72hr_Cropseq",0.9,"strong",50,"vhigh",15,"depth_fix",0.94046010863665,0.99842512599414,0.941865796048269,0.000951532269026869,0.939627251548383,66209,70396,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur90__mustrong__moivhigh","CROP-seq","mix72hr_Cropseq",0.9,"strong",50,"vhigh",15,"sceptre",0.636240686434418,0.999934640522876,0.636286828138018,2.50871779433532e-05,0.566225353713279,39861,70396,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__muweak__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"weak",5,"vhigh",15,"thresh3",0.684829057911232,0.999575935139852,0.685028499434269,0.000285011011789092,0.685109556447317,38595,56318,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__muweak__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"weak",5,"vhigh",15,"thresh10",0.265342398723414,1,0.265342398723414,0,0.264657835860648,14905,56318,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__muweak__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"weak",5,"vhigh",15,"thresh20",0.10178767713121,1,0.10178767713121,0,0.10101566106751,5689,56318,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__muweak__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"weak",5,"vhigh",15,"ambient",0.606765301943042,0.99557105236271,0.609133436953447,0.00246250986582478,0.561046201924784,31675,56318,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__muweak__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"weak",5,"vhigh",15,"otsu",0.761348399560688,0.994308306921607,0.765246049240227,0.0040425881965826,0.752423736638375,42547,56318,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__muweak__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"weak",5,"vhigh",15,"valley",0.426978150786173,0.999021960738515,0.42740750030481,0.00108473987937693,0.408785823360205,23047,56318,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__muweak__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"weak",5,"vhigh",15,"fishash",0.468923893340041,0.999578999930507,0.469069288114228,0.000311845680937319,0.398451649561419,22447,56318,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__muweak__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"weak",5,"vhigh",15,"depth_fix",0.64377980353609,0.998713869099252,0.64442000697191,0.000721896566659929,0.614474945843247,34631,56318,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__muweak__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"weak",5,"vhigh",15,"sceptre",0.485739084576657,0.999367268103549,0.485938280432904,0.000487547231138017,0.43682304059093,24613,56318,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__mumod__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"mod",15,"vhigh",15,"thresh3",0.84525664476682,0.999688216190934,0.845478703618824,0.000202529781083718,0.845641137446663,54313,64214,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__mumod__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"mod",15,"vhigh",15,"thresh10",0.538294184173935,1,0.538294184173935,0,0.538932320054817,34607,64214,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__mumod__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"mod",15,"vhigh",15,"thresh20",0.328930474554458,1,0.328930474554458,0,0.33050425140935,21223,64214,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__mumod__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"mod",15,"vhigh",15,"ambient",0.703186483987257,0.998424745460361,0.704339908469298,0.00054354247902635,0.658610271903323,42315,64214,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__mumod__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"mod",15,"vhigh",15,"otsu",0.787044590623216,0.999869278807625,0.787124789437891,9.90530528150878e-05,0.786012396050705,50478,64214,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__mumod__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"mod",15,"vhigh",15,"valley",0.810283643588675,0.998720198966641,0.811319263324165,0.00118139029009695,0.829476438159903,53327,64214,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__mumod__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"mod",15,"vhigh",15,"fishash",0.650459287998999,0.999848005767437,0.650556318752994,0.000112098198021467,0.555626498894322,35683,64214,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__mumod__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"mod",15,"vhigh",15,"depth_fix",0.833417546330045,0.997741157459444,0.835084810200401,0.000853242320819113,0.820615442115427,52740,64214,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__mumod__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"mod",15,"vhigh",15,"sceptre",0.583028532027517,0.999947643979058,0.583057410918568,2.99186213499282e-05,0.520493973276856,33424,64214,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__mustrong__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"strong",50,"vhigh",15,"thresh3",0.941149294212602,0.999838178597721,0.941292831340579,0.000155284325600174,0.940918589528138,64398,68431,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__mustrong__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"strong",50,"vhigh",15,"thresh10",0.783920812287152,1,0.783920812287152,0,0.783314579649574,53603,68431,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__mustrong__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"strong",50,"vhigh",15,"thresh20",0.632005574741495,1,0.632005574741495,0,0.632505735704578,43283,68431,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__mustrong__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"strong",50,"vhigh",15,"ambient",0.774108572708318,0.99992700729927,0.774168616858428,2.01409869083585e-05,0.725533749324137,49650,68431,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__mustrong__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"strong",50,"vhigh",15,"otsu",0.859008889100351,1,0.859008889100351,0,0.856629305431749,58620,68431,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__mustrong__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"strong",50,"vhigh",15,"valley",0.931566661273457,0.999617910282083,0.931921429906734,0.000343642611683849,0.935219418099984,64020,68431,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__mustrong__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"strong",50,"vhigh",15,"fishash",0.835904115366002,0.999923210064019,0.835972185126514,5.9494298463064e-05,0.736829799359939,50425,68431,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__mustrong__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"strong",50,"vhigh",15,"depth_fix",0.941533971713838,0.998248130301555,0.943120933165217,0.000902063859900151,0.938741213777382,64297,68431,"A CROP-seq"
"A","A__mix72hr_Cropseq__pur99__mustrong__moivhigh","CROP-seq","mix72hr_Cropseq",0.99,"strong",50,"vhigh",15,"sceptre",0.64071150427481,1,0.64071150427481,0,0.557905043036051,38178,68431,"A CROP-seq"
"A","A__mix0hr_DirectCapture__pur90__muweak__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"weak",30,"vhigh",15,"thresh3",0.821048878580767,0.982614198199023,0.833268720294167,0.0130733944954128,0.832382241996325,26160,31017,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__muweak__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"weak",30,"vhigh",15,"thresh10",0.652344429205972,0.987490628581183,0.657773029796847,0.0101054268085313,0.656897830222136,20583,31017,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__muweak__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"weak",30,"vhigh",15,"thresh20",0.56352637484325,0.992387811011066,0.565976441058178,0.00600907029478458,0.565302898410549,17640,31017,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__muweak__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"weak",30,"vhigh",15,"ambient",0.735944082638171,0.992809363536243,0.740852639337083,0.00497260463188913,0.696746945223587,21719,31017,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__muweak__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"weak",30,"vhigh",15,"otsu",0.605715523316064,0.989600648186513,0.60970988421149,0.0081807146250066,0.605861301866718,18947,31017,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__muweak__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"weak",30,"vhigh",15,"valley",0.532343865107487,0.987164403660864,0.538815172345146,0.00963305659420749,0.503820485540188,15779,31017,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__muweak__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"weak",30,"vhigh",15,"fishash",0.802601840715097,0.9851857265512,0.814445023909267,0.0121946001454794,0.744301512074024,23371,31017,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__muweak__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"weak",30,"vhigh",15,"depth_fix",0.826313481489949,0.982063381286568,0.839448549679288,0.0133564948851573,0.824031982461231,25905,31017,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__muweak__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"weak",30,"vhigh",15,"sceptre",0.563002468493869,0.995760264401306,0.565153036496564,0.00333525752036431,0.500983331721314,15591,31017,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"vhigh",15,"thresh3",0.873492495827118,0.985608140209036,0.884986129122676,0.0110921501706485,0.884525067512035,30472,34068,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"vhigh",15,"thresh10",0.725866328179133,0.989348758004663,0.7316772613203,0.00807638750745972,0.731830456733592,25135,34068,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"vhigh",15,"thresh20",0.644954532812415,0.994098625041297,0.647482823545201,0.00455755606696449,0.647528472466831,22161,34068,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"vhigh",15,"ambient",0.766758919099645,0.997768268503297,0.768511304574099,0.00112812248186946,0.727721028531173,24820,34068,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"vhigh",15,"otsu",0.639840841550037,0.994717320616547,0.642131628650457,0.00421303292576819,0.638282259011389,21837,34068,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"vhigh",15,"valley",0.616437222518197,0.989692703704276,0.622413486314035,0.00832823601373924,0.618645062815545,21253,34068,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"vhigh",15,"fishash",0.875049725200191,0.987008870561615,0.886452179138613,0.0105454927653015,0.828989080662205,28543,34068,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"vhigh",15,"depth_fix",0.880908930831605,0.984668206168899,0.893443269110441,0.0114632944654295,0.883409651285664,30445,34068,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mumod__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"mod",100,"vhigh",15,"sceptre",0.600175165949504,0.99926789720679,0.600743427039998,0.000602805786935555,0.535311729482212,18248,34068,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"vhigh",15,"thresh3",0.940138568712904,0.987215540669371,0.951727745106507,0.0095641715823836,0.952050646848335,34922,36330,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"vhigh",15,"thresh10",0.838092646606801,0.991491091802591,0.844129474091226,0.00641254007837549,0.844453619598128,30877,36330,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"vhigh",15,"thresh20",0.760639837778946,0.995129437799121,0.763412812275953,0.00359285739948981,0.76336361134049,27833,36330,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"vhigh",15,"ambient",0.807560982571959,0.999608527131783,0.807879553955388,0.00014284183837446,0.770685383980182,28003,36330,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"vhigh",15,"otsu",0.704610078780493,0.996895314795475,0.70615864403757,0.00226314968003746,0.703826039086155,25628,36330,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"vhigh",15,"valley",0.788122256277087,0.991507158417505,0.795116173902254,0.00728339320436344,0.829121937792458,30343,36330,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"vhigh",15,"fishash",0.885298972374688,0.987790307712837,0.896890600682285,0.00983804042296881,0.814478392513075,29884,36330,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"vhigh",15,"depth_fix",0.948571306047608,0.987169756798417,0.960426091750457,0.00943530686126393,0.956509771538673,35081,36330,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur90__mustrong__moivhigh","direct-capture","mix0hr_DirectCapture",0.9,"strong",400,"vhigh",15,"sceptre",0.624942355653616,0.999691247633074,0.625195631817721,0.000294247462115639,0.561106523534269,20391,36330,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"vhigh",15,"thresh3",0.825478727882774,0.997414561634546,0.82722924631502,0.00140026307973013,0.829772230449193,23567,28362,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"vhigh",15,"thresh10",0.65197626054143,0.999050014493035,0.652389406546882,0.000592130053291705,0.654608278682745,18577,28362,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"vhigh",15,"thresh20",0.562102561822787,0.999128125781245,0.562384831969959,0.000559597090095132,0.566744235244341,16083,28362,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"vhigh",15,"ambient",0.73734216705131,0.997456838014434,0.739400480248444,0.00106426109872289,0.694979197517806,19732,28362,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"vhigh",15,"otsu",0.59774086836917,0.999051209550055,0.598078940645645,0.000591121357214636,0.596114519427403,16917,28362,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"vhigh",15,"valley",0.552857970775566,0.998493084585049,0.553705835575211,0.000993443274389032,0.531838375290882,15099,28362,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"vhigh",15,"fishash",0.819083814199332,0.998087790979134,0.820579828106201,0.00124288923944739,0.736654678795572,20919,28362,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"vhigh",15,"depth_fix",0.83046290201903,0.996674831558977,0.832832762521917,0.00171386948883843,0.821486496015796,23339,28362,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__muweak__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"weak",30,"vhigh",15,"sceptre",0.565398352994227,0.998981912099709,0.566010987673348,0.000844000562667042,0.500881461109936,14218,28362,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"vhigh",15,"thresh3",0.890335596437988,0.99827080528982,0.891693220173489,0.00119664938173115,0.890901445806514,27577,30917,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"vhigh",15,"thresh10",0.729991612530075,0.999131399454999,0.730451373362157,0.00052968439638049,0.732380243878772,22655,30917,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"vhigh",15,"thresh20",0.641599046226078,0.99932569890501,0.641875285326351,0.000451648517087369,0.644241032441699,19927,30917,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"vhigh",15,"ambient",0.77796245831079,0.999659008578549,0.778221472684705,0.000178229291984138,0.725781932270272,22443,30917,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"vhigh",15,"otsu",0.626026452894197,0.999556346822584,0.626199947264741,0.00030996538719843,0.625901607529838,19357,30917,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"vhigh",15,"valley",0.594225190637825,0.999078287599639,0.594733947253723,0.000892219842969308,0.543293333764596,16812,30917,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"vhigh",15,"fishash",0.891774649032966,0.998556673241242,0.89302559514933,0.00106630859760673,0.818125950124527,25321,30917,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"vhigh",15,"depth_fix",0.899100577535387,0.997315831828093,0.901271296426286,0.0016762626630712,0.886114435423877,27442,30917,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mumod__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"mod",100,"vhigh",15,"sceptre",0.597557575221834,0.999894784750482,0.597625322228573,0.000126446228741228,0.511530872982502,15817,30917,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"vhigh",15,"thresh3",0.953521423715992,0.998950805365806,0.954473351582265,0.000913500913500914,0.954555030547446,31746,33227,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"vhigh",15,"thresh10",0.847628822581294,0.999619393327846,0.847906968630211,0.000355012780460097,0.847443344268216,28168,33227,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"vhigh",15,"thresh20",0.766921899349175,0.999667954891377,0.767115445509716,0.000313848568065908,0.766906431516538,25490,33227,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"vhigh",15,"ambient",0.805976324879234,1,0.805976324879234,0,0.77415956902519,25723,33227,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"vhigh",15,"otsu",0.698426203170385,0.9999263899977,0.69846245474829,8.64192196344467e-05,0.69645168086195,23143,33227,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"vhigh",15,"valley",0.81324998976846,0.99949819107061,0.81367949856756,0.000479386385426654,0.815752249676468,27118,33227,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"vhigh",15,"fishash",0.913961727788644,0.999211333226024,0.914711413047079,0.00074839629365645,0.843861919523279,28060,33227,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"vhigh",15,"depth_fix",0.961639467453479,0.998762835422997,0.962783473712043,0.00103480714957667,0.958768471423842,31890,33227,"A direct-capture"
"A","A__mix0hr_DirectCapture__pur99__mustrong__moivhigh","direct-capture","mix0hr_DirectCapture",0.99,"strong",400,"vhigh",15,"sceptre",0.61643477726723,1,0.61643477726723,0,0.560477924579408,18623,33227,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moivhigh","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"vhigh",15,"thresh3",0.826813033820064,0.990543982872014,0.833569398645219,0.00630553167096589,0.831973507391054,17445,20836,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moivhigh","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"vhigh",15,"thresh10",0.64967131432361,0.994106620153138,0.652188655110173,0.00424628450106157,0.652764446150893,13659,20836,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moivhigh","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"vhigh",15,"thresh20",0.563531663713438,0.994329281368962,0.565436246991177,0.003981701118265,0.564263774236898,11804,20836,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moivhigh","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"vhigh",15,"ambient",0.737844971426296,0.994684305789786,0.741584277151917,0.00355701484369656,0.699126511806489,14619,20836,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moivhigh","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"vhigh",15,"otsu",0.591678880920274,0.99460027827318,0.593675750766678,0.00380998702983139,0.589796506047226,12336,20836,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moivhigh","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"vhigh",15,"valley",0.542134130741154,0.993682648453736,0.545069090288574,0.00446513395401862,0.502927625263966,10526,20836,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moivhigh","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"vhigh",15,"fishash",0.828480823038396,0.992367187557897,0.834650304387498,0.00544588155207624,0.771309272413131,16159,20836,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moivhigh","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"vhigh",15,"depth_fix",0.829917831796539,0.989806697527105,0.837486894630586,0.00630714037727115,0.824198502591668,17282,20836,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__muweak__moivhigh","direct-capture","mix72hr_DirectCapture",0.9,"weak",30,"vhigh",15,"sceptre",0.566488305414483,0.994031197067604,0.570393689548298,0.00417457305502846,0.503743520829334,10540,20836,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__mumod__moivhigh","direct-capture","mix72hr_DirectCapture",0.9,"mod",100,"vhigh",15,"thresh3",0.880279442733928,0.991729150938414,0.886769930762139,0.00547719451311134,0.88649816375027,20631,23145,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__mumod__moivhigh","direct-capture","mix72hr_DirectCapture",0.9,"mod",100,"vhigh",15,"thresh10",0.730338194768592,0.994832712461562,0.733140921928876,0.00340495479628977,0.733462950961331,17034,23145,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__mumod__moivhigh","direct-capture","mix72hr_DirectCapture",0.9,"mod",100,"vhigh",15,"thresh20",0.646023233025128,0.995464572101133,0.64789678223866,0.00305363781200212,0.648865845755023,15064,23145,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__mumod__moivhigh","direct-capture","mix72hr_DirectCapture",0.9,"mod",100,"vhigh",15,"ambient",0.76790353000942,0.997140229224116,0.770084608196134,0.00147440434064638,0.73151868654137,16956,23145,"A direct-capture"
"A","A__mix72hr_DirectCapture__pur90__mumod__moivhigh","direct-capture","mix72hr_DirectCapture",0.9,"mod",100,"vhigh",15,"otsu",0.623372893120846,0.995728256143099,0.625048804457662,0.00283854887842703,0.622294232015554,14444,23145,"A direct-capture"
